"country_code","country_name","continent","date","stringency_index_x","government_response_index","containment_health_index","economic_support_index","c1_school_closing","c1_flag","c2_workplace_closing","c2_flag","c3_cancel_public_events","c3_flag","c4_restrictions_on_gatherings","c4_flag","c5_close_public_transport","c5_flag","c6_stay_at_home_requirements","c6_flag","c7_movementrestrictions","c7_flag","c8_internationaltravel","e1_income_support","e1_flag","e2_debtrelief","h1_public_information_campaigns","h1_flag","h2_testing_policy","h3_contact_tracing","h6_facial_coverings","h6_flag","h7_vaccination_policy","h7_flag","h8_protection_of_elderly_people","h8_flag","total_cases","new_cases","new_cases_smoothed","total_deaths","new_deaths","new_deaths_smoothed","total_cases_per_million","new_cases_per_million","new_cases_smoothed_per_million","total_deaths_per_million","new_deaths_per_million","new_deaths_smoothed_per_million","reproduction_rate","icu_patients","icu_patients_per_million","hosp_patients","hosp_patients_per_million","weekly_icu_admissions","weekly_icu_admissions_per_million","weekly_hosp_admissions","weekly_hosp_admissions_per_million","new_tests","total_tests","total_tests_per_thousand","new_tests_per_thousand","new_tests_smoothed","new_tests_smoothed_per_thousand","positive_rate","tests_per_case","tests_units","total_vaccinations","people_vaccinated","people_fully_vaccinated","total_boosters","new_vaccinations","new_vaccinations_smoothed","total_vaccinations_per_hundred","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","total_boosters_per_hundred","new_vaccinations_smoothed_per_million","new_people_vaccinated_smoothed","new_people_vaccinated_smoothed_per_hundred","stringency_index_y","population","population_density","median_age","aged_65_older","aged_70_older","gdp_per_capita","extreme_poverty","cardiovasc_death_rate","diabetes_prevalence","female_smokers","male_smokers","handwashing_facilities","hospital_beds_per_thousand","life_expectancy","human_development_index","excess_mortality_cumulative_absolute","excess_mortality_cumulative","excess_mortality","excess_mortality_cumulative_per_million"
"BTN","Bhutan","Asia","2020-03-06",31.48,26.04,29.76,0,100,0,0,NA,0,NA,50,1,0,NA,0,NA,0,NA,50,0,NA,0,100,1,33,100,0,NA,0,NA,0,NA,1,1,NA,NA,NA,NA,1.282,1.282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.48,779900,21.188,28.6,4.885,2.977,8708.597,1.5,217.066,9.75,NA,NA,79.807,1.7,71.78,0.654,NA,NA,NA,NA
"BTN","Bhutan","Asia","2020-03-07",31.48,26.04,29.76,0,100,0,0,NA,0,NA,50,1,0,NA,0,NA,0,NA,50,0,NA,0,100,1,33,100,0,NA,0,NA,0,NA,1,0,NA,NA,NA,NA,1.282,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.48,779900,21.188,28.6,4.885,2.977,8708.597,1.5,217.066,9.75,NA,NA,79.807,1.7,71.78,0.654,NA,NA,NA,NA
"BTN","Bhutan","Asia","2020-03-08",31.48,26.04,29.76,0,100,0,0,NA,0,NA,50,1,0,NA,0,NA,0,NA,50,0,NA,0,100,1,33,100,0,NA,0,NA,0,NA,1,0,NA,NA,NA,NA,1.282,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.48,779900,21.188,28.6,4.885,2.977,8708.597,1.5,217.066,9.75,NA,NA,79.807,1.7,71.78,0.654,NA,NA,NA,NA
"BTN","Bhutan","Asia","2020-03-09",31.48,26.04,29.76,0,100,0,0,NA,0,NA,50,1,0,NA,0,NA,0,NA,50,0,NA,0,100,1,33,100,0,NA,0,NA,0,NA,1,0,NA,NA,NA,NA,1.282,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.48,779900,21.188,28.6,4.885,2.977,8708.597,1.5,217.066,9.75,NA,NA,79.807,1.7,71.78,0.654,NA,NA,NA,NA
"BTN","Bhutan","Asia","2020-03-10",31.48,26.04,29.76,0,100,0,0,NA,0,NA,50,1,0,NA,0,NA,0,NA,50,0,NA,0,100,1,33,100,0,NA,0,NA,0,NA,1,0,NA,NA,NA,NA,1.282,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.48,779900,21.188,28.6,4.885,2.977,8708.597,1.5,217.066,9.75,NA,NA,79.807,1.7,71.78,0.654,NA,NA,NA,NA
"BTN","Bhutan","Asia","2020-03-11",31.48,27.6,31.55,0,100,0,0,NA,0,NA,50,1,0,NA,0,NA,0,NA,50,0,NA,0,100,1,33,100,25,1,0,NA,0,NA,1,0,0.143,NA,NA,NA,1.282,0,0.183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.48,779900,21.188,28.6,4.885,2.977,8708.597,1.5,217.066,9.75,NA,NA,79.807,1.7,71.78,0.654,NA,NA,NA,NA
"BTN","Bhutan","Asia","2020-03-12",31.48,27.6,31.55,0,100,0,0,NA,0,NA,50,1,0,NA,0,NA,0,NA,50,0,NA,0,100,1,33,100,25,1,0,NA,0,NA,1,0,0.143,NA,NA,NA,1.282,0,0.183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.48,779900,21.188,28.6,4.885,2.977,8708.597,1.5,217.066,9.75,NA,NA,79.807,1.7,71.78,0.654,NA,NA,NA,NA
"BTN","Bhutan","Asia","2020-03-13",31.48,27.6,31.55,0,100,0,0,NA,0,NA,50,1,0,NA,0,NA,0,NA,50,0,NA,0,100,1,33,100,25,1,0,NA,0,NA,1,0,0,NA,NA,NA,1.282,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.48,779900,21.188,28.6,4.885,2.977,8708.597,1.5,217.066,9.75,NA,NA,79.807,1.7,71.78,0.654,NA,NA,NA,NA
"BTN","Bhutan","Asia","2020-03-14",31.48,27.6,31.55,0,100,0,0,NA,0,NA,50,1,0,NA,0,NA,0,NA,50,0,NA,0,100,1,33,100,25,1,0,NA,0,NA,1,0,0,NA,NA,NA,1.282,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.48,779900,21.188,28.6,4.885,2.977,8708.597,1.5,217.066,9.75,NA,NA,79.807,1.7,71.78,0.654,NA,NA,NA,NA
"BTN","Bhutan","Asia","2020-03-15",31.48,27.6,31.55,0,100,0,0,NA,0,NA,50,1,0,NA,0,NA,0,NA,50,0,NA,0,100,1,33,100,25,1,0,NA,0,NA,1,0,0,NA,NA,NA,1.282,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.48,779900,21.188,28.6,4.885,2.977,8708.597,1.5,217.066,9.75,NA,NA,79.807,1.7,71.78,0.654,NA,NA,NA,NA
